"LOCATION""","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","PENSIONEXP","PUB","PC_GDP","A","2011","2.019",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2012","2.213",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2013","2.257",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2014","2.52",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2015","2.75",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2016","2.771",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2017","2.846",""
"KOR","PENSIONEXP","PUB","PC_GDP","A","2018","2.999",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1980","8.68",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1981","9.138",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1982","8.808",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1983","8.69",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1984","8.209",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1985","8.162",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1986","7.897",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1987","8.085",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1988","7.754",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1989","7.585",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1990","7.809",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1991","8.226",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1992","8.275",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1993","8.224",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1994","8.221",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1995","8.438",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1996","8.244",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1997","8.369",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1998","8.219",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","1999","7.547",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2000","7.12",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2001","7.22",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2002","7.517",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2003","7.919",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2004","7.803",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2005","7.837",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2006","7.348",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2007","7.104",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2008","7.394",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2009","8.308",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2010","7.996",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2011","7.465",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2012","8.45",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2013","8.517",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2014","8.333",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2015","8.368",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2016","8.239",""
"LUX","PENSIONEXP","PUB","PC_GDP","A","2017","8.523",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1985","0.167",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1986","0.183",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1987","0.29",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1988","0.317",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1989","0.472",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1990","0.44",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1991","0.481",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1992","0.569",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1993","0.533",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1994","0.582",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1995","0.599",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1996","0.58",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1997","0.607",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1998","0.719",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","1999","0.746",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2000","0.769",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2001","0.844",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2002","0.933",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2003","0.987",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2004","0.96",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2005","1.04",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2006","1.067",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2007","1.185",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2008","1.31",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2009","1.544",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2010","1.638",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2011","1.698",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2012","1.801",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2013","1.993",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2014","2.205",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2015","2.231",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2016","2.306",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2017","2.658",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2018","2.588",""
"MEX","PENSIONEXP","PUB","PC_GDP","A","2019","3.099",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1980","5.914",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1981","5.843",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1982","5.996",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1983","5.905",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1984","5.648",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1985","5.734",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1986","5.656",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1987","5.713",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1988","5.663",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1989","5.567",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1990","6.225",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1991","6.117",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1992","6.068",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1993","5.986",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1994","5.491",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1995","5.347",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1996","5.31",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1997","5.134",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1998","4.939",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","1999","4.835",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2000","4.632",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2001","4.595",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2002","4.642",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2003","4.735",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2004","4.661",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2005","4.631",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2006","4.505",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2007","4.438",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2008","4.432",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2009","4.881",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2010","4.937",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2011","5.036",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2012","5.21",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2013","5.335",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2014","5.402",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2015","5.321",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2016","5.339",""
"NLD","PENSIONEXP","PUB","PC_GDP","A","2017","5.186",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1980","7.007",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1981","7.036",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1982","7.739",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1983","7.221",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1984","6.959",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1985","7.333",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1986","6.729",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1987","6.545",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1988","6.53",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1989","6.841",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1990","7.249",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1991","7.606",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1992","6.934",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1993","6.355",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1994","5.948",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1995","5.593",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1996","5.418",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1997","5.296",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1998","5.243",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","1999","4.963",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2000","4.896",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2001","4.674",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2002","4.558",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2003","4.388",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2004","4.217",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2005","4.205",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2006","4.22",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2007","4.185",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2008","4.341",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2009","4.534",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2010","4.59",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2011","4.731",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2012","4.924",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2013","4.825",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2014","5.072",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2015","4.969",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2016","4.954",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2017","4.859",""
"NZL","PENSIONEXP","PUB","PC_GDP","A","2018","4.968",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1980","4.474",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1985","4.63",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1988","5.412",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1989","5.458",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1990","5.539",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1991","5.548",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1992","5.614",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1993","5.58",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1994","5.546",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1995","5.4",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1996","5.178",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1997","5.063",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1998","5.447",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","1999","5.334",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2000","4.704",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2001","4.772",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2002","5.12",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2003","5.25",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2004","5.051",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2005","4.761",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2006","4.511",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2007","4.567",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2008","4.531",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2009","5.193",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2010","5.217",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2011","5.405",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2012","5.595",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2013","5.851",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2014","6.188",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2015","6.613",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2016","6.982",""
"NOR","PENSIONEXP","PUB","PC_GDP","A","2017","6.87",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1990","5.032",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1991","7.735",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1992","9.235",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1993","9.487",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1994","9.408",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1995","9.221",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1996","9.221",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1997","9.55",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1998","9.154",""
"POL","PENSIONEXP","PUB","PC_GDP","A","1999","9.298",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2000","10.47",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2001","11.465",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2002","11.692",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2003","11.883",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2004","11.571",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2005","11.274",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2006","11.355",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2007","10.615",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2008","10.787",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2009","11.623",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2010","11.053",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2011","10.549",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2012","10.826",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2013","11.193",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2014","11.135",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2015","11.061",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2016","11.026",""
"POL","PENSIONEXP","PUB","PC_GDP","A","2017","10.571",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1980","3.672",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1981","3.943",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1982","3.716",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1983","4.206",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1984","4.068",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1985","4.015",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1986","4.19",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1987","4.477",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1988","4.382",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1989","4.336",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1990","4.825",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1991","5.222",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1992","5.693",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1993","6.265",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1994","6.453",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1995","7.101",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1996","7.334",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1997","7.244",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1998","7.274",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","1999","7.573",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2000","7.824",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2001","8.21",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2002","8.602",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2003","9.106",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2004","9.69",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2005","10.02",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2006","10.256",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2007","10.345",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2008","10.859",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2009","11.833",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2010","12.011",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2011","12.673",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2012","13.006",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2013","13.935",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2014","13.936",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2015","13.349",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2016","13.095",""
"PRT","PENSIONEXP","PUB","PC_GDP","A","2017","12.729",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","1995","6.136",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","1996","6.141",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","1997","6.109",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","1998","6.246",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","1999","6.308",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2000","6.235",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2001","6.268",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2002","6.322",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2003","6.107",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2004","6.034",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2005","6.027",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2006","5.867",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2007","5.684",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2008","5.562",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2009","6.854",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2010","6.728",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2011","6.718",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2012","6.87",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2013","7.131",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2014","7.401",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2015","7.246",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2016","7.277",""
"SVK","PENSIONEXP","PUB","PC_GDP","A","2017","7.293",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1980","6.041",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1981","6.573",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1982","6.725",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1983","6.997",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1984","7.158",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1985","7.319",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1986","7.235",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1987","7.139",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1988","7.092",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1989","7.176",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1990","7.687",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1991","7.861",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1992","8.187",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1993","8.599",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1994","8.629",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1995","8.747",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1996","8.901",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1997","8.813",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1998","8.527",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","1999","8.325",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2000","8.398",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2001","8.114",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2002","8.104",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2003","7.996",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2004","7.981",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2005","7.962",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2006","7.858",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2007","8.104",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2008","8.393",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2009","9.318",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2010","9.172",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2011","9.641",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2012","10.34",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2013","10.964",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2014","11.228",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2015","11.038",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2016","11.013",""
"ESP","PENSIONEXP","PUB","PC_GDP","A","2017","10.903",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1980","6.59",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1981","7.109",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1982","7.113",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1983","7.258",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1984","6.939",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1985","7.09",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1986","7.193",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1987","7.167",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1988","7.207",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1989","7.229",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1990","7.189",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1991","7.514",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1992","8.08",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1993","8.291",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1994","8.113",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1995","7.756",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1996","7.741",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1997","7.481",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1998","7.214",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","1999","7.084",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2000","6.807",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2001","6.716",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2002","6.774",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2003","7.335",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2004","7.244",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2005","7.16",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2006","6.912",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2007","6.757",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2008","6.954",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2009","7.646",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2010","7.196",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2011","6.888",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2012","7.292",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2013","7.592",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2014","7.305",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2015","7.066",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2016","7.211",""
"SWE","PENSIONEXP","PUB","PC_GDP","A","2017","7.186",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1980","5.48",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1981","5.168",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1982","5.585",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1983","5.507",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1984","5.819",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1985","5.601",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1986","5.676",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1987","5.651",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1988","5.641",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1989","5.329",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1990","5.149",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1991","5.353",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1992","5.642",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1993","5.969",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1994","5.911",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1995","6.08",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1996","6.084",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1997","6.199",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1998","6.201",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","1999","6.251",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2000","6.023",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2001","6.162",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2002","6.188",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2003","6.331",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2004","6.213",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2005","6.152",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2006","5.867",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2007","5.785",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2008","5.697",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2009","6.133",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2010","6.08",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2011","6.196",""
"CHE","PENSIONEXP","PUB","PC_GDP","A","2012","6.288",""
